省份,城市,河流,流域,断面名称,监测时间,水质类别,水温,pH,pH类别,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度,叶绿素,藻密度,站点情况
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/1/3 8:00,Ⅰ,12.7,7.24,-,8.43,0.85,0.025,0.015,1.48,165.2,13.9,-2,-2,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/1/3 8:00,Ⅲ,10.7,7.82,-,10.48,0.25,0.1,0.101,1.38,224.6,27.6,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/1/3 8:00,Ⅱ,9.4,7.61,-,9.08,1.92,0.296,0.045,1.27,226.1,58,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/1/3 12:00,Ⅰ,15.9,7.09,-,10.57,0.68,0.04,0.008,0.64,-1,-1,-2,-2,维护
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/1/3 12:00,Ⅲ,8.7,7.78,-,13.12,4.63,0.484,0.1,2.8,354.3,197.6,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/1/3 12:00,Ⅰ,14.9,7.89,-,8.7,0.49,0.025,0.005,0.55,109.6,2,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/1/3 12:00,Ⅰ,14.8,7.47,-,13.19,0.78,0.09,0.009,0.75,139,2,-2,-2,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/1/3 12:00,Ⅱ,9.9,8.07,-,9.91,1.88,0.064,0.038,3.98,228.8,10.3,-2,-2,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/1/3 12:00,Ⅱ,12.1,7.49,-,8.92,2.05,0.047,0.031,1,189,16,-2,-2,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/1/3 12:00,Ⅱ,8.5,7.85,-,10.96,1.56,0.243,0.05,2.36,462.4,13.7,-2,-2,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/1/3 12:00,Ⅰ,13.1,7.29,-,8.45,1.07,0.025,0.017,1.52,162.9,14.4,-2,-2,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/1/3 12:00,Ⅲ,10.9,7.79,-,10.5,0.25,0.1,0.101,1.38,218.7,20.7,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/1/3 12:00,Ⅱ,9.7,7.6,-,9.14,1.92,0.283,0.038,1.29,230.4,52.5,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/1/3 16:00,Ⅰ,14.7,6.72,-,9.12,0.75,0.03,0.008,0.67,113.3,1.5,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/1/3 16:00,Ⅲ,8.8,7.79,-,13.09,4.21,0.465,0.103,2.11,357.3,189.3,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/1/3 16:00,Ⅰ,14.8,7.89,-,8.72,0.48,0.025,0.005,0.6,109.7,2.1,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/1/3 16:00,Ⅱ,14.8,7.47,-,13.18,0.59,0.09,0.01,0.84,139.2,2.5,-2,-2,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/1/3 16:00,Ⅱ,10,8.09,-,10.02,1.76,0.07,0.043,1.88,232.2,10.8,-2,-2,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/1/3 16:00,Ⅱ,12.3,7.57,-,9.26,1.99,0.037,0.03,1.01,188.8,14.5,-2,-2,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/1/3 16:00,Ⅱ,8.7,7.85,-,10.84,1.5,0.213,0.049,2.08,458.3,12.7,-2,-2,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/1/3 16:00,Ⅱ,10.6,8.48,-,12.14,1.6,0.11,0.045,0.82,239.2,20.6,-2,-2,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/1/3 16:00,-3,13.2,7.28,-,8.38,1.58,-1,0.013,1.45,162.7,14.2,-2,-2,维护
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/1/3 16:00,Ⅱ,11,7.77,-,10.58,0.94,0.08,0.088,1.14,216.8,18.9,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/1/3 16:00,Ⅱ,9.7,7.64,-,9.33,1.06,0.272,0.043,1.37,233.4,58,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/1/3 20:00,Ⅱ,14.6,6.69,-,9.05,0.62,0.03,0.014,0.64,113.2,1.5,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/1/3 20:00,Ⅲ,8.5,7.78,-,13.16,4.25,0.465,0.099,2.05,372.3,157.7,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/1/3 20:00,Ⅰ,14.8,7.88,-,8.58,0.43,0.025,0.005,0.49,109.7,2.1,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/1/3 20:00,Ⅰ,14.8,7.46,-,13.29,0.59,0.11,0.009,0.87,137.8,2.3,-2,-2,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/1/3 20:00,Ⅱ,9.6,8.02,-,9.6,1.68,0.071,0.03,1.72,223.8,18.4,-2,-2,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/1/3 20:00,Ⅱ,12.1,7.48,-,8.71,2.19,0.043,0.029,1.03,188,14.8,-2,-2,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/1/3 20:00,Ⅱ,8.6,7.82,-,10.62,1.56,0.205,0.048,2.09,457.7,11.5,-2,-2,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/1/3 20:00,Ⅱ,10.5,8.45,-,12.12,1.3,0.087,0.046,0.71,233.5,42.8,-2,-2,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/1/3 20:00,-3,13.2,7.34,-,7.99,-1,0.025,0.014,1.17,159,14,-2,-2,维护
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/1/3 20:00,Ⅲ,10,8.17,-,11.12,1.42,0.1,0.178,0.86,231.8,86.9,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/1/3 20:00,Ⅱ,10,7.66,-,8.99,1.25,0.149,0.051,1.26,239.7,70.5,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/1/4 0:00,Ⅱ,14.6,6.68,-,9.07,0.84,0.03,0.009,0.61,113.3,1.6,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/1/4 0:00,Ⅲ,8.7,7.77,-,13.37,3.77,0.48,0.095,2.05,374.9,164.1,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/1/4 0:00,Ⅰ,14.7,7.86,-,8.53,0.42,0.025,0.005,0.57,109.6,2.1,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/1/4 0:00,Ⅰ,14.7,7.44,-,13.07,0.76,0.08,0.009,0.9,137.8,2.3,-2,-2,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/1/4 0:00,Ⅱ,9.6,8.01,-,9.65,1.72,0.065,0.033,1.66,226.8,12.2,-2,-2,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/1/4 0:00,Ⅱ,12,7.38,-,8.63,2.24,0.037,0.028,0.75,189.1,13.6,-2,-2,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/1/4 0:00,Ⅱ,8.5,7.81,-,10.57,1.68,0.202,0.048,1.78,459.3,11.3,-2,-2,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/1/4 0:00,Ⅱ,10.2,8.51,-,12.23,2,0.097,0.043,0.91,235.2,26.7,-2,-2,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/1/4 0:00,Ⅰ,13.2,7.33,-,7.88,0.9,0.025,0.017,1.16,159.6,13.9,-2,-2,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/1/4 0:00,Ⅲ,10.1,8.1,-,10.83,1.45,0.11,0.129,1.18,234.5,49.9,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/1/4 0:00,Ⅱ,9.7,7.61,-,9.12,1.29,0.132,0.054,1.23,241.3,68,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/1/4 4:00,Ⅰ,14.5,6.67,-,9.13,0.74,0.04,0.005,0.63,113.3,1.6,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/1/4 4:00,Ⅱ,8.6,7.78,-,13.34,3.71,0.47,0.095,1.99,369.7,166.5,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/1/4 4:00,Ⅰ,14.6,7.86,-,8.5,0.38,0.025,0.005,0.46,109.7,2.2,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/1/4 4:00,Ⅰ,14.6,7.45,-,13.04,0.63,0.08,0.009,0.9,137.9,2.1,-2,-2,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/1/4 4:00,Ⅱ,9.9,8.05,-,9.91,1.6,0.074,0.043,1.39,232.9,8.2,-2,-2,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/1/4 4:00,Ⅱ,12,7.46,-,8.69,2.34,0.042,0.028,1.03,188.3,11.4,-2,-2,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/1/4 4:00,Ⅱ,8.6,7.8,-,10.77,1.98,0.21,0.047,1.95,468.2,12.8,-2,-2,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/1/4 4:00,Ⅱ,10.2,8.49,-,12.22,1.1,0.094,0.042,0.94,238,22.6,-2,-2,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/1/4 4:00,Ⅰ,13.2,7.31,-,7.91,0.96,0.025,0.018,1.37,160,14.4,-2,-2,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/1/4 4:00,Ⅲ,10.5,7.98,-,10.49,1.32,0.11,0.122,1.14,232.8,41.6,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/1/4 4:00,Ⅱ,10.1,7.59,-,9.7,1.22,0.125,0.054,1.31,249.6,80.1,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/1/4 8:00,Ⅰ,15.2,6.87,-,10.8,0.84,0.03,0.006,0.68,-1,-1,-2,-2,维护
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/1/4 8:00,Ⅲ,8.6,7.78,-,13.12,4.35,0.477,0.098,2.16,366.1,229.9,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/1/4 8:00,Ⅰ,14.6,7.86,-,8.47,0.4,0.025,0.005,0.63,109.8,2.1,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/1/4 8:00,Ⅰ,14.6,7.44,-,13.2,0.69,0.07,0.008,0.92,137.4,2.4,-2,-2,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/1/4 8:00,Ⅱ,9.9,8.04,-,9.89,1.6,0.074,0.043,1.39,233.3,7.7,-2,-2,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/1/4 8:00,Ⅱ,11.9,7.47,-,8.86,2.33,0.045,0.029,0.97,187.9,13.5,-2,-2,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/1/4 8:00,Ⅱ,8.8,7.84,-,10.92,1.57,0.221,0.048,2.34,470.3,13.6,-2,-2,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/1/4 8:00,Ⅱ,10.3,8.43,-,12.16,1.2,0.086,0.04,0.64,237.1,20.6,-2,-2,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/1/4 8:00,Ⅰ,12.9,7.26,-,8.23,0.94,0.025,0.018,1.37,163,14.2,-2,-2,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/1/4 8:00,Ⅱ,10.5,7.97,-,10.45,1.38,0.11,0.1,1.31,233.1,34.9,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/1/4 8:00,Ⅱ,10.1,7.6,-,8.72,1.43,0.142,0.055,1.38,256.9,73.3,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/1/4 12:00,Ⅰ,14.8,6.71,-,9.04,0.94,0.03,0.007,0.64,113,1.4,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/1/4 12:00,Ⅲ,9.2,7.78,-,12.97,4.5,0.249,0.099,2.34,372.9,221.2,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/1/4 12:00,Ⅰ,14.9,7.9,-,8.68,0.38,0.025,0.005,0.6,109.6,2.1,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/1/4 12:00,Ⅰ,15.2,7.49,-,13.16,0.57,0.08,0.007,0.9,137,1.9,-2,-2,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/1/4 12:00,Ⅱ,9.6,8.04,-,9.66,1.88,0.08,0.04,0.96,227.4,10.6,-2,-2,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/1/4 12:00,Ⅱ,12.4,7.49,-,8.83,2.07,0.04,0.029,0.89,184.7,14.3,-2,-2,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/1/4 12:00,Ⅱ,9.2,7.89,-,11.03,1.82,0.214,0.047,2.17,464.4,11.8,-2,-2,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/1/4 12:00,Ⅱ,11.2,8.39,-,11.89,1.3,0.107,0.051,0.56,240.7,21.4,-2,-2,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/1/4 12:00,Ⅰ,13.2,7.3,-,8.35,0.77,0.025,0.015,1.3,162,14.2,-2,-2,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/1/4 12:00,Ⅲ,10.6,7.97,-,10.4,1.29,0.11,0.104,1.4,232.8,31.3,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/1/4 12:00,Ⅱ,10.6,7.61,-,8.72,1.24,0.126,0.057,1.37,268.1,70.5,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/1/4 16:00,Ⅰ,15.1,6.74,-,9.11,0.9,0.03,0.006,0.66,113,1.4,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/1/4 16:00,Ⅲ,9.4,7.77,-,13.18,4.62,0.496,0.1,2.32,380.1,209.8,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/1/4 16:00,Ⅰ,15.1,7.92,-,8.8,0.53,0.025,0.005,0.52,109.5,2.1,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/1/4 16:00,Ⅰ,15.3,7.5,-,13.36,0.61,0.08,0.01,0.88,137.8,2.2,-2,-2,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/1/4 16:00,Ⅱ,9.9,8.04,-,9.94,2.21,0.07,0.044,1.38,230.7,9.3,-2,-2,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/1/4 16:00,Ⅱ,12.5,7.53,-,8.96,2.14,0.042,0.028,0.66,179.5,17.5,-2,-2,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/1/4 16:00,Ⅱ,9.6,7.89,-,10.95,1.52,0.207,0.046,1.99,460.6,11.1,-2,-2,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/1/4 16:00,Ⅱ,11.7,8.34,-,11.75,1.3,0.064,0.036,1.03,245.9,21.5,-2,-2,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/1/4 16:00,Ⅰ,13.5,7.32,-,8.37,1,0.025,0.016,1.37,158.4,13.9,-2,-2,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/1/4 16:00,Ⅲ,10.7,7.94,-,10.43,1.24,0.11,0.105,1.38,230.9,29.7,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/1/4 16:00,Ⅱ,10.4,7.64,-,8.8,1.23,0.156,0.066,1.31,290.9,103.8,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/1/4 20:00,Ⅰ,14.7,6.71,-,9.14,0.83,0.025,0.007,0.59,113,1.4,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/1/4 20:00,Ⅱ,9,7.77,-,13.06,3.92,0.238,0.099,2.05,387.4,174.9,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/1/4 20:00,Ⅰ,14.8,7.9,-,8.67,0.48,0.025,0.008,0.71,109.8,2.1,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/1/4 20:00,Ⅱ,15,7.5,-,13.48,0.62,0.16,0.007,0.85,136.3,1.9,-2,-2,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/1/4 20:00,Ⅱ,10,8.04,-,10.03,2.2,0.082,0.054,1.38,234,7.1,-2,-2,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/1/4 20:00,Ⅱ,12.3,7.48,-,8.69,2.27,0.042,0.027,0.6,169.9,17.4,-2,-2,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/1/4 20:00,Ⅱ,9.4,7.84,-,10.65,1.76,0.202,0.049,1.85,461.2,10.8,-2,-2,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/1/4 20:00,Ⅱ,11.5,8.23,-,11.79,1.5,0.058,0.033,0.97,235.1,30.6,-2,-2,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/1/4 20:00,Ⅰ,13.2,7.29,-,8.2,1.36,0.025,0.017,1.33,160.9,14.4,-2,-2,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/1/4 20:00,Ⅲ,10.7,8.06,-,10.56,1.55,0.14,0.177,1.19,234,102.2,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/1/4 20:00,Ⅱ,10.8,7.59,-,8.69,1.29,0.178,0.069,1.25,302.3,98.4,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/1/5 0:00,Ⅰ,14.7,6.71,-,9.09,0.81,0.025,0.005,0.57,113,1.5,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/1/5 0:00,Ⅱ,9,7.77,-,13.05,4.33,0.236,0.097,2.1,376.8,180.8,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/1/5 0:00,Ⅰ,14.7,7.87,-,8.47,0.45,0.025,0.005,0.66,109.6,2.2,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/1/5 0:00,Ⅱ,14.8,7.49,-,13.31,0.63,0.08,0.008,0.91,138.5,1.9,-2,-2,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/1/5 0:00,Ⅱ,9.9,8.04,-,9.91,2.13,0.086,0.058,1.2,234.5,8.6,-2,-2,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/1/5 0:00,Ⅱ,12.3,7.48,-,8.73,2.03,0.028,0.024,0.51,166,12,-2,-2,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/1/5 0:00,Ⅱ,9.4,7.82,-,10.58,1.91,0.209,0.048,1.8,460.1,15.3,-2,-2,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/1/5 0:00,Ⅱ,11.1,8.34,-,11.93,1.4,0.067,0.032,0.95,235.4,25.7,-2,-2,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/1/5 0:00,Ⅰ,13.2,7.28,-,8.38,1.03,0.025,0.015,1.52,160.6,14.1,-2,-2,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/1/5 0:00,Ⅲ,10.6,8.04,-,10.54,1.38,0.11,0.136,1.22,234,52.8,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/1/5 0:00,Ⅱ,10.4,7.62,-,8.66,1.28,0.174,0.069,1.29,312.8,93.5,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/1/5 4:00,Ⅰ,14.6,6.7,-,8.97,0.57,0.09,0.006,0.63,113,1.5,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/1/5 4:00,Ⅲ,9.1,7.78,-,12.93,4.36,0.255,0.098,2.15,379.1,232.8,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/1/5 4:00,Ⅰ,14.7,7.87,-,8.45,0.25,0.025,0.005,0.51,109.7,2.2,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/1/5 4:00,Ⅰ,14.7,7.46,-,13.06,0.73,0.08,0.008,0.9,135.5,2.1,-2,-2,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/1/5 4:00,Ⅱ,10,8.05,-,9.99,1.77,0.088,0.075,1.33,236.8,6.8,-2,-2,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/1/5 4:00,Ⅱ,12.3,7.47,-,8.73,2,0.025,0.023,0.53,166.2,12.3,-2,-2,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/1/5 4:00,Ⅱ,9.5,7.83,-,10.74,1.91,0.22,0.05,1.8,459.5,18.7,-2,-2,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/1/5 4:00,Ⅱ,11,8.32,-,11.94,1.4,0.058,0.034,0.97,235.9,23,-2,-2,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/1/5 4:00,Ⅱ,13.2,7.31,-,8.4,1.21,0.025,0.021,1.41,161.5,14,-2,-2,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/1/5 4:00,Ⅲ,10.9,7.95,-,10.4,1.28,0.11,0.115,1.39,231,40.7,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/1/5 4:00,Ⅱ,10.9,7.62,-,8.51,1.19,0.131,0.069,1.23,336.2,97.8,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/1/5 8:00,Ⅰ,17.3,6.88,-,10.09,0.65,0.05,0.005,0.63,-1,-1,-2,-2,维护
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/1/5 8:00,Ⅲ,9,7.76,-,12.96,4.41,0.496,0.099,2.24,402.8,201.1,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/1/5 8:00,Ⅰ,14.7,7.87,-,8.47,0.54,0.025,0.005,0.65,109.7,2.1,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/1/5 8:00,Ⅰ,14.6,7.46,-,13.17,0.69,0.08,0.009,0.88,133.3,4.4,-2,-2,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/1/5 8:00,Ⅱ,9.9,8.04,-,9.94,2.42,0.102,0.09,1.6,238.1,7.2,-2,-2,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/1/5 8:00,Ⅱ,12.2,7.47,-,8.8,2.41,0.029,0.025,0.81,165.3,14.1,-2,-2,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/1/5 8:00,Ⅱ,9.6,7.86,-,10.83,1.91,0.22,0.05,1.8,460.9,20.1,-2,-2,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/1/5 8:00,Ⅱ,11,8.22,-,11.93,1.3,0.072,0.035,1.09,239.5,21.4,-2,-2,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/1/5 8:00,Ⅰ,13.2,7.28,-,8.32,0.87,0.025,0.017,1.5,160.7,14.4,-2,-2,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/1/5 8:00,Ⅲ,11,7.93,-,10.39,1.35,0.11,0.111,1.31,230.3,37.2,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/1/5 8:00,Ⅱ,10.3,7.65,-,9,1.55,0.11,0.067,1.29,356.9,106,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/1/5 12:00,Ⅰ,14.4,6.69,-,9.09,0.83,0.03,0.005,0.66,113.2,1.6,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/1/5 12:00,Ⅲ,9.1,7.79,-,12.94,4.78,0.263,0.098,2.06,398.3,232,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/1/5 12:00,-3,15.8,8.44,-,10.02,-1,0.185,0.005,-1,-1,5,-2,-2,维护
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/1/5 12:00,Ⅰ,14.6,7.5,-,13.5,0.64,0.09,0.009,0.85,131,2.5,-2,-2,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/1/5 12:00,Ⅱ,9.8,8.02,-,9.78,2.33,0.1,0.07,1.41,231.9,7.6,-2,-2,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/1/5 12:00,Ⅱ,12.2,7.47,-,8.74,2.08,0.027,0.025,0.82,162.3,15.2,-2,-2,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/1/5 12:00,Ⅱ,10.2,7.82,-,10.42,1.65,0.26,0.05,2.49,464.2,15.9,-2,-2,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/1/5 12:00,Ⅱ,10.4,8.28,-,12.14,1.6,0.062,0.033,1,242.4,21.5,-2,-2,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/1/5 12:00,Ⅰ,13.2,7.3,-,8.4,1.12,0.025,0.016,1.53,159.8,14.3,-2,-2,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/1/5 12:00,Ⅲ,11,7.92,-,10.34,1.41,0.12,0.105,1.83,230.4,32.4,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/1/5 12:00,Ⅱ,10.3,7.68,-,9.07,1.32,0.078,0.065,1.25,350.4,107.1,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/1/5 16:00,Ⅰ,14.4,6.71,-,9.06,0.72,0.04,0.005,0.6,113.2,1.6,-2,-2,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/1/5 16:00,Ⅲ,8.9,7.93,-,12.91,4.8,0.264,0.1,2.35,397.5,270,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/1/5 16:00,Ⅰ,14.6,7.9,-,8.62,0.42,0.025,0.005,0.59,109.6,2.1,-2,-2,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/1/5 16:00,Ⅰ,14.6,7.53,-,13.8,0.61,0.09,0.008,0.92,129,2.1,-2,-2,正常
