水温,pH,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度
11.7,7.54,9.28,1.48,0.089,0.033,1.39,194.2,19.9
10.6,7.71,12.16,3.07,0.433,0.078,2.03,334.6,85.4
10.9,7.41,9.06,2.81,0.392,0.058,1.76,516.1,12.6
11.6,7.48,9.8,1.47,0.074,0.031,1.44,195.7,21.3
10.6,7.72,11.95,2.65,0.328,0.072,2.13,332.3,89.4
10.7,7.39,8.95,2.89,0.389,0.058,1.78,522.1,12.3
11.6,7.46,9.21,1.43,0.2,0.032,1.49,207.2,17.5
10.6,7.72,11.81,2.79,0.292,0.069,2.05,329.6,89.2
10.6,7.39,8.93,2.79,0.374,0.057,1.82,523.7,11.4
11.4,7.52,9.86,1.42,0.11,0.029,1.52,198.2,19.7
10.7,7.69,11.64,2.78,0.281,0.067,2.02,338.5,100.7
10.4,7.38,8.92,2.59,0.359,0.056,2.04,524.2,11.4
11.6,7.52,9.2,1.53,0.092,0.031,1.5,199,18.9
10.6,7.42,9.32,2.53,0.295,0.056,2.03,511.4,11
12.2,7.54,9.19,1.44,0.098,0.03,1.51,198.7,18.3
10.9,7.69,11.54,2.67,0.147,0.058,2.07,328.1,84.4
11,7.45,9.9,2.9,0.25,0.056,1.7,508.2,10.9
12.4,7.6,9.71,1.15,0.3,0.038,1.38,227.1,21.8
10.7,7.69,11.53,2.64,0.155,0.057,2.04,330.8,73.6
10.9,7.44,9.74,2.75,0.24,0.054,1.73,506.8,11
11.9,7.56,9.14,1.28,0.131,0.045,1.31,225.5,38.5
10.6,7.65,11.38,2.64,0.155,0.057,2.04,333.9,77.8
10.7,7.44,9.78,2.75,0.24,0.054,1.73,507.8,11.2
11.9,7.61,8.97,1.28,0.131,0.045,1.31,234.6,53.3
10.7,7.43,9.62,2.7,0.239,0.057,1.75,508.3,11.2
11.8,7.47,8.72,1.28,0.485,0.06,1.56,282.7,31.1
10.6,7.62,11.15,2.79,0.142,0.056,2.01,339.4,78.2
10.6,7.42,9.43,2.66,0.253,0.058,2.01,509.8,11.5
11.8,7.52,9.14,1.54,0.233,0.046,1.43,237.1,29.7
11.1,7.66,11.27,2.79,0.142,0.056,2.01,348.8,88.9
10.4,7.42,9.49,2.66,0.253,0.058,2.01,515.3,11.2
11.8,7.54,9.17,1.54,0.233,0.046,1.43,232.3,27.7
10.6,7.64,11.15,2.59,0.139,0.056,2.19,356,61
10.2,7.44,9.4,2.86,0.3,0.066,1.64,509.4,13.5
11.7,7.59,8.78,1.56,0.362,0.066,1.74,279.9,42.6
10.5,7.64,11.19,2.59,0.139,0.056,2.19,351.7,72.4
10.1,7.45,9.44,2.86,0.3,0.066,1.64,506.2,14.5
11.8,7.58,8.84,1.56,0.362,0.066,1.74,293.3,43.6
10.1,7.62,11.17,2.71,0.413,0.07,2.68,352.1,54
10.1,7.52,9.8,2.7,0.269,0.064,2.13,516.3,14.7
11,7.67,10.08,1.69,0.374,0.058,1.8,283,46.5
11,7.65,11.12,2.62,0.362,0.072,2.64,357,63.8
10.6,7.51,9.95,2.7,0.25,0.062,2.02,519.4,13
12.2,7.7,9.08,1.56,0.394,0.068,1.82,305.8,54.2
11,7.64,11.02,3.04,0.35,0.073,2.69,355.5,78.3
11.6,7.52,10.16,2.55,0.243,0.067,1.89,516.2,11.6
11.9,7.67,9.04,1.77,0.415,0.081,1.86,317.8,73.9
10.5,7.63,11.07,2.96,0.386,0.074,2.9,358.6,74.4
10.8,7.52,9.93,2.66,0.238,0.061,1.73,514,12.4
11.7,7.65,8.76,1.61,0.467,0.081,1.95,334.4,61.4
10.2,7.61,10.89,2.79,0.472,0.074,2.74,360.7,62.6
10.4,7.51,9.75,2.66,0.245,0.06,1.74,513.5,11.4
11.4,7.61,9.48,1.61,0.467,0.081,1.95,335.2,105
10.1,7.59,10.7,2.59,0.482,0.076,2.94,359.8,52.2
9.9,7.51,9.88,2.7,0.262,0.064,1.73,513.4,12.3
11.1,7.58,8.55,1.76,0.544,0.08,1.98,335.6,52
10.5,7.58,10.56,2.91,0.45,0.08,3.06,362.9,68.5
9.7,7.51,9.98,2.81,0.289,0.065,2.26,513.9,12.6
11.3,7.48,8.28,1.94,0.729,0.096,2.1,367.8,65.1
11.5,7.59,10.56,2.99,0.379,0.079,2.93,362.4,77.8
10.4,7.51,10.22,2.62,0.279,0.065,2.33,512.7,12.5
12.7,7.59,9.05,1.68,0.614,0.094,2.05,477.7,58.2
11.5,7.59,10.61,3.11,0.492,0.082,2.67,381.5,76.7
12.1,7.52,10.27,8.15,1.024,0.198,3.89,505.1,13.5
12.5,7.58,8.45,1.62,0.551,0.094,2.05,644.2,64.1
11.1,7.61,10.79,2.99,0.406,0.083,2.6,377.4,70.5
11.5,7.53,10.39,2.49,0.252,0.063,2,507.2,10.2
12.3,7.58,8.43,1.24,0.462,0.102,1.86,863,88.1
11,7.6,10.73,2.54,0.362,0.076,2.54,359.4,48.2
11.2,7.5,9.84,2.55,0.24,0.061,1.74,503.6,9.7
12.1,7.59,8.46,1.24,0.462,0.102,1.86,894.2,96.5
10.9,7.6,10.68,2.72,0.46,0.078,2.42,351.9,51.5
10.8,7.48,9.91,2.64,0.234,0.06,1.78,501.5,10.8
12,7.56,8.28,1.26,0.493,0.104,1.85,888.1,74.6
11.1,7.62,10.59,2.9,0.357,0.082,2.38,353.2,77.5
10.7,7.46,9.53,2.72,0.23,0.06,2.02,499.1,10.3
12.1,7.57,8.37,1.3,0.443,0.118,1.75,766.8,118.5
12.2,7.62,10.75,3.34,0.471,0.083,2.27,363.1,81.6
11.4,7.48,10.09,2.44,0.251,0.061,1.85,498.2,9.6
13,7.65,8.58,1.47,0.451,0.115,1.66,733.5,96.7
12.4,7.64,10.74,3.23,0.495,0.077,2.49,362.4,84.1
11.9,7.48,10.2,2.65,0.238,0.061,1.74,498.6,10.9
12.6,7.66,8.48,0.95,0.448,0.122,1.6,728.1,130.6
11.7,7.64,10.68,2.69,0.229,0.075,2.15,356.8,62.6
11.9,7.47,10.08,2.51,0.22,0.059,1.56,501,10.6
12.6,7.64,8.17,0.8,0.35,0.122,1.49,734.5,107.2
11.6,7.61,10.66,3.04,0.417,0.078,2.38,355.1,64.4
11.8,7.46,10.13,2.63,0.212,0.057,1.38,501,10.6
12.2,7.67,9.09,0.8,0.35,0.122,1.49,755.3,143.7
11.5,7.62,10.67,2.77,0.478,0.078,2.54,359.9,58.5
11.8,7.46,9.96,2.46,0.216,0.056,1.47,502.2,10.2
12.2,7.65,8.47,0.65,0.311,0.121,1.38,777.1,123.7
11.4,7.61,10.56,2.82,0.451,0.08,2.73,372.5,67.5
11.8,7.47,10.03,2.59,0.224,0.056,1.58,505.2,10.7
12.1,7.65,8.34,0.96,0.259,0.135,1.32,786,148.5
12,7.6,10.49,2.67,0.255,0.075,2.53,386,70.1
12,7.48,10.12,2.69,0.18,0.068,1.76,507.7,10.7
12.4,7.66,8.44,0.56,0.236,0.151,1.18,1264.7,164.6
12,7.59,10.43,3.03,0.39,0.08,2.8,395.7,75.2
12.2,7.49,10.15,2.75,0.216,0.056,1.94,511.4,10.3
12.6,7.64,8.48,0.91,0.323,0.14,1.2,1704.9,157.8
11.6,7.63,10.34,3.34,0.47,0.082,2.61,393.1,83.8
12.2,7.48,9.73,2.64,0.224,0.059,1.62,512.6,11.4
12.4,7.62,8.16,1,0.44,0.14,1.3,1855.5,141.6
11.5,7.62,10.37,3.07,0.372,0.084,2.61,388,63.9
12.2,7.46,9.43,2.78,0.236,0.058,1.59,508.6,11.7
12.3,7.59,8.38,1,0.44,0.14,1.3,2170.8,151.6
11.2,7.59,10.27,3.25,0.349,0.084,2.78,381.4,212.3
11.9,7.46,9.38,2.89,0.237,0.06,1.64,508,13.8
12.1,7.57,8.29,1.56,0.548,0.125,1.68,2347.4,97.3
11,7.6,10.29,3.38,0.356,0.086,2.68,381.4,78.3
12,7.56,8.26,1.85,0.571,0.116,1.72,2293.2,96.2
11.9,7.61,10.33,3.19,0.448,0.085,2.73,385.2,82.6
11.7,7.45,9.36,2.63,0.262,0.064,2.46,511.3,12.4
12.3,7.58,8.39,1.42,0.549,0.132,1.63,2322.3,117.1
12.1,7.6,10.3,3.21,0.492,0.084,2.71,401.8,112.5
11.8,7.47,9.66,2.88,0.257,0.062,2.5,512.8,13.1
12.3,7.55,8.48,1.21,0.648,0.121,1.64,2446.2,107.6
11.3,7.61,10.36,3.11,0.388,0.083,2.75,409.7,59.1
11.7,7.45,9.53,2.78,0.243,0.061,2.01,507.8,13.2
11.7,7.64,8.47,1,0.649,0.121,1.76,2667.3,141.9
11.1,7.61,10.46,2.66,0.276,0.077,3,410.5,57
11.4,7.46,9.4,2.72,0.241,0.062,1.89,506.3,13.3
11.8,7.64,8.42,1,0.649,0.121,1.76,2766.3,113.2
10.9,7.62,10.5,2.64,0.241,0.072,2.89,406,48.6
11,7.45,9.22,2.72,0.242,0.061,1.65,505.2,11.9
11.6,7.6,8.55,1.2,0.653,0.108,1.83,2751.9,105.3
10.95,7.61,10.411,2.44,0.1717,0.0694,3.017,406.8,58.7
10.79,7.46,9.102,2.525,0.2497,0.0603,1.942,503.8,11.6
11.59,7.62,8.462,1.35,0.6032,0.1098,1.8074,2764.185,99.98
11.8,7.61,10.299,2.83,0.1887,0.0685,2.731,410.3,105.6
11.59,7.48,9.486,2.793,0.256,0.0604,1.866,504.6,11
12.3,7.856,8.979,1.23,0.6606,0.1257,1.6269,2348.387,120.504
11.92,7.58,9.99,2.93,0.1548,0.0674,2.666,439.9,57.3
12.55,7.49,9.831,2.811,0.2437,0.0594,2.448,504.5,9.1
12.61,7.654,8.552,1.01,0.5334,0.1195,1.6406,2240.759,130.443
11.65,7.62,10.111,2.93,0.1411,0.0672,2.871,458.2,65.6
12.16,7.49,9.67,2.569,0.2255,0.0588,1.978,504.8,9.8
12.58,7.636,8.544,0.64,0.4939,0.1376,1.1792,2166.823,173.663
11.45,7.6,10.233,2.78,0.1348,0.0678,3.108,467.1,54.8
11.88,7.46,9.269,2.856,0.217,0.0544,1.635,506.8,8.6
12.22,7.636,8.531,0.64,0.4939,0.1376,1.1792,2009.058,180.145
11.32,7.56,10.297,2.61,0.1534,0.0679,3.006,462.2,47.7
11.59,7.47,9.354,2.748,0.2147,0.0547,1.496,511.2,9
11.86,7.631,8.572,0.57,0.4622,0.1236,1.3475,1934.735,136.257
11.01,7.51,10.316,2.61,0.1321,0.0676,2.763,448.5,45.8
11.48,7.49,9.555,2.731,0.2258,0.0563,1.779,511.9,9.7
11.93,7.656,8.68,0.34,0.4041,0.1389,0.996,1840.939,187.919
12.21,7.48,10.225,2.6,0.143,0.0671,2.941,451.3,52.4
11.83,7.52,9.98,2.829,0.215,0.0578,1.561,513.5,9.5
12.85,7.737,8.81,0.47,0.3079,0.1425,0.9427,1634.303,198.111
12.3,7.44,9.921,3.03,0.1502,0.0668,3.033,458.1,66.1
12.26,7.55,10.13,2.722,0.1961,0.0547,1.427,511.9,9.3
11.8,7.39,9.978,2.77,0.1314,0.0652,3.13,465.7,56.9
12.16,7.53,9.725,2.659,0.184,0.0517,1.345,512.3,8.6
11.6,7.38,10.011,2.81,0.1516,0.0642,3.033,478.7,53.1
11.97,7.52,9.677,2.569,0.182,0.0507,1.344,512.1,9.1
11.43,7.4,10.011,2.76,0.1242,0.0644,3.27,478.6,43.1
11.72,7.52,9.64,2.704,0.1891,0.0501,1.332,517.5,8.5
11.44,7.44,9.805,3.87,0.1281,0.0628,3.189,459.5,132.2
11.59,7.5,9.696,2.587,0.1974,0.0515,1.739,519.2,8.5
11.75,7.47,9.893,3.04,0.125,0.0617,3.238,453.9,40.7
11.36,7.5,10.061,2.919,0.1956,0.0543,1.772,519.4,10.1
12.13,7.842,8.732,0.45,0.2281,0.0847,0.8508,512.654,272.631
11.53,7.38,10.009,3.48,0.5552,0.0767,3.092,485.2,47.9
11.69,7.52,9.993,2.641,0.2027,0.0536,1.515,514.9,10.2
12.32,7.85,8.879,0.41,0.1603,0.0684,1.0116,253.322,295.033
11.47,7.46,12.26,2.85,0.7305,0.0745,3.162,485.1,52.1
11.69,7.51,9.596,2.722,0.2034,0.0525,1.433,507.8,9.7
12.32,7.822,8.81,0.95,0.1578,0.0468,1.326,261.507,249.897
11.54,7.48,9.795,2.85,0.7305,0.0745,3.162,449,47.6
11.59,7.51,9.535,2.722,0.2034,0.0525,1.433,503,11.1
12.23,7.84,9.34,0.95,0.1578,0.0468,1.326,259.212,281.505
11.49,7.5,9.513,2.68,0.4242,0.0751,3.249,437.5,46.2
11.48,7.51,9.461,2.945,0.2408,0.0578,1.419,502.1,11.2
12.29,7.814,8.742,0.93,0.1348,0.0386,1.3259,278.313,227.344
11.46,7.49,9.244,3.4,0.3852,0.0808,3.287,440.4,122.1
11.47,7.49,9.336,2.883,0.2377,0.0582,1.794,500.5,11.1
12.29,7.731,8.361,1.07,0.2696,0.0438,1.5393,322.287,182.554
12.49,7.55,9.347,3.35,0.3739,0.0833,3.335,439.6,85.8
12.07,7.51,9.578,2.65,0.2296,0.0569,1.55,500.2,10.1
12.62,7.805,8.837,0.99,0.1664,0.0374,1.4019,222.155,101.557
12.93,7.54,9.132,3.35,0.4684,0.0854,3.152,435.6,69.4
13.43,7.51,9.867,2.811,0.2223,0.0554,1.46,500.6,9.8
12.92,7.813,8.788,0.92,0.0826,0.0349,1.2741,207.826,85.71
12.26,7.56,9.199,3.01,0.4037,0.081,3.529,420.1,45.9
12.84,7.51,9.614,2.722,0.2186,0.0549,1.35,503.3,10.5
12.85,7.745,8.759,0.8,0.1027,0.0362,1.2568,210.273,53.119
12.1,7.47,9.293,2.47,0.4733,0.0798,3.119,397.5,50.1
12.43,7.49,9.488,2.453,0.2035,0.0542,1.414,506.4,10.4
12.7,7.635,8.716,0.8,0.1027,0.0362,1.2568,213.86,45.876
11.85,7.51,8.956,2.62,0.4682,0.0811,2.909,394.2,44.8
12.16,7.48,9.404,2.838,0.2056,0.0546,1.389,507.5,10.4
12.59,7.7,8.887,0.97,0.0846,0.0306,1.2626,195.809,38.636
11.89,7.5,8.673,2.61,0.4651,0.0822,2.947,406.3,46.4
12.07,7.47,9.315,2.507,0.2118,0.0558,1.719,509,11
12.52,7.682,8.943,0.99,0.0937,0.0346,1.3624,199.682,29.031
13.25,7.5,8.677,3.23,0.5166,0.0853,3.022,406.1,67.8
12.75,7.47,9.469,2.605,0.2114,0.0541,1.649,515.1,9.5
13.08,7.772,9.156,1.14,0.0371,0.0311,1.2487,194.111,31.261
13.6,7.51,8.704,3.58,0.409,0.0836,3.125,406.7,58.1
13.74,7.49,9.717,2.525,0.2007,0.057,1.762,513.3,7.9
13.09,7.728,9.071,1.03,0.025,0.0235,1.3216,195.583,29.454
12.96,7.5,8.6,3.35,0.4289,0.0819,3.065,407.2,43.9
13.74,7.47,9.329,2.901,0.2017,0.0578,1.496,515.3,7.3
13.07,7.707,8.881,1.12,0.025,0.0239,1.1367,194.181,33.005
12.95,7.46,8.156,3.01,0.4766,0.0809,3.173,414.1,44.2
13.84,7.48,9.162,2.498,0.213,0.0568,1.369,516.3,8.1
13.06,7.65,8.797,1.12,0.025,0.0239,1.1367,201.091,28.245
12.71,7.47,8.247,2.99,0.4412,0.0804,3.249,435.5,30.2
13.33,7.44,8.859,2.641,0.2208,0.0574,1.438,521.2,8.4
13.06,7.687,8.849,1.17,0.025,0.0255,1.2486,195.715,27.033
12.59,7.48,8.353,2.78,0.5974,0.081,3.384,484.9,32.5
12.94,7.41,8.306,2.829,0.2179,0.0539,1.821,522.5,8.1
13.03,7.691,8.931,1.13,0.0369,0.0238,1.3147,196.452,30.216
12.55,7.47,8.666,2.8,0.6018,0.0818,3.421,546.4,36.6
12.75,7.41,8.474,2.695,0.2218,0.0549,1.646,523.4,8.3
13.05,7.398,9.098,1.15,0.4578,0.0238,1.3853,189.82,37.77
12.63,7.53,9.08,3.09,0.5623,0.0827,3.4,629.3,39.6
12.75,7.42,8.737,2.99,0.2274,0.0543,1.461,520.5,8
12.83,7.713,9.388,1.16,0.0685,0.0207,1.3623,187.248,42.014
12.16,7.53,9.229,2.59,0.4696,0.0791,3.378,692.4,36.9
12.55,7.41,8.615,2.811,0.2305,0.0542,1.565,519.6,8.7
12.7,7.652,8.927,1.18,0.109,0.0234,1.4266,206.41,52.26
11.93,7.54,9.39,2.4,0.436,0.0769,2.882,673.1,31.3
12.34,7.4,8.565,2.811,0.2305,0.0542,1.565,523.1,9.3
12.45,7.573,8.836,1.18,0.109,0.0234,1.4266,220.855,34.889
11.69,7.56,9.612,2.4,0.3767,0.0763,2.639,623.8,39.9
12.16,7.39,8.446,2.766,0.2142,0.0536,1.55,522.4,8.8
12.07,7.709,9.162,1.12,0.0977,0.0267,1.5142,192.953,51.932
11.68,7.56,9.951,2.28,0.4129,0.0785,2.547,558.4,55
11.88,7.39,8.414,2.874,0.2385,0.0539,1.878,522.2,8.6
12.04,7.741,9.218,1.22,0.07,0.0219,1.4434,188.352,33.044
12.53,7.62,10.275,2.37,0.3713,0.0822,2.493,527.9,63.8
12.36,7.42,8.842,2.677,0.24,0.0551,1.823,514.3,8.7
12.75,7.768,9.484,1.22,0.0536,0.0215,1.4046,188.392,36.881
12.84,7.59,11.612,2.47,0.3792,0.0814,2.342,488.1,70.3
13.13,7.44,9.025,2.677,0.2197,0.053,1.629,515.7,7.5
12.69,7.766,9.327,1.19,0.0573,0.0214,1.4042,187.856,33.37
12.28,7.62,10.322,2.14,0.3849,0.083,2.31,434.8,51.9
12.75,7.43,8.789,2.641,0.2196,0.0497,1.515,517.6,6.6
12.62,7.707,8.942,1.14,0.0776,0.0269,1.4863,214.7,91.37
12.26,7.62,10.434,2.39,0.3032,0.0804,2.169,403.4,42.3
12.55,7.42,8.688,2.641,0.2196,0.0497,1.515,516.8,8.7
12.66,7.554,8.679,1.14,0.0776,0.0269,1.4863,267.486,58.562
12.02,7.61,10.47,2.03,0.2847,0.0773,2.121,389.8,36.1
12.26,7.42,8.623,2.605,0.22,0.0531,1.628,520.5,6.9
12.29,7.715,9.015,1.29,0.158,0.0256,1.6892,205.861,69.872
11.93,7.6,10.462,2.16,0.2526,0.078,2.078,381.3,40.1
12.26,7.41,8.426,2.48,0.2178,0.0528,1.849,521.1,7.6
12.24,7.737,9.627,1.22,0.0933,0.0246,1.621,207.049,78.461
12.48,7.57,10.669,2.08,0.2748,0.0766,1.943,362.4,37.4
12.36,7.41,8.52,2.659,0.187,0.0597,1.675,521.5,6.4
12.58,7.84,9.175,1.22,0.0787,0.0264,1.4978,195.665,48.216
12.76,7.64,10.736,2.25,0.2697,0.0801,1.91,355.2,49.7
12.45,7.36,8.431,2.811,0.1961,0.0467,1.528,521.8,5.1
12.49,7.803,9.196,1.13,0.0545,0.0229,1.4556,192.662,81.469
12.24,7.6,10.481,1.87,0.2572,0.077,1.889,335,29.7
12.42,7.33,8.009,2.417,0.2094,0.0482,1.52,522.8,6.4
12.59,7.767,8.908,1.22,0.0728,0.0255,1.4585,202.886,110.07
12.16,7.59,10.364,2.22,0.2547,0.0749,2.024,329.6,28
12.26,7.32,7.963,2.417,0.2094,0.0482,1.52,522.1,6.4
12.49,7.749,8.772,1.22,0.0728,0.0255,1.4585,207.52,97.851
12.13,7.56,10.325,1.79,0.2291,0.0724,2.008,321.6,27
12.16,7.31,7.748,2.677,0.2149,0.0485,1.346,522.4,6.1
12.57,7.743,8.836,1.18,0.0654,0.0262,1.5329,211.571,105.196
12.1,7.59,10.563,1.98,0.2453,0.0739,2.04,317.3,26.2
12.07,7.3,7.478,2.346,0.2161,0.0484,1.731,522.3,6
12.46,7.743,8.765,1.3,0.1148,0.027,1.5912,217.088,95.077
12.28,7.61,11.055,2.07,0.2668,0.0724,1.948,317.7,26.4
12.07,7.32,8.202,2.587,0.2825,0.0574,1.712,489.6,12.1
12.55,7.689,9.277,1.48,0.3407,0.0337,1.9533,390.579,211.85
12.15,7.62,11.072,2.19,0.226,0.0705,1.9,316.6,25.5
12.16,7.33,8.266,2.739,0.281,0.0605,1.509,468.5,18.9
12.58,7.678,8.844,1.44,0.3143,0.0354,2.0891,278.579,131.302
12.14,7.61,10.889,1.8,0.1955,0.0699,1.943,313.3,23.7
12.07,7.32,8.131,2.569,0.2784,0.0649,1.604,449.3,20.6
12.64,7.724,8.648,1.46,0.2837,0.0365,2.0779,302.648,181.187
11.97,7.57,10.699,2.12,0.2774,0.0694,1.975,313.7,22.1
12.07,7.31,8.032,2.569,0.2784,0.0649,1.604,452.1,19.7
12.62,7.66,8.468,1.46,0.2837,0.0365,2.0779,315.2,141.856
11.93,7.58,10.475,2.41,0.2235,0.0717,1.964,323.7,20.6
12.07,7.31,7.838,2.435,0.279,0.0681,1.584,467.1,16.4
12.49,7.666,8.54,1.28,0.3075,0.0388,2.1138,317.679,189.445
11.98,7.57,10.286,2.07,0.2729,0.0722,2.191,338.7,19.4
12.16,7.3,7.638,2.569,0.2836,0.005,2.146,484.2,14.4
12.49,7.637,8.324,1.41,0.3121,0.0415,2.1319,333.422,118.231
12.31,7.59,10.344,2.37,0.3129,0.0751,2.115,346.4,21
12.45,7.31,7.771,2.346,0.2745,0.0679,2.023,493.2,11
12.72,7.715,8.682,1.43,0.2835,0.0403,2.165,581.861,219.787
12.49,7.6,10.489,2.36,0.2511,0.0725,2.375,348.2,27
12.55,7.3,8.028,2.346,0.2636,0.0742,1.721,460,14.1
12.84,7.684,8.458,1.45,0.2716,0.0445,2.0672,567.36,144.484
12.25,7.57,10.064,2.18,0.2359,0.072,2.115,342,22.9
12.55,7.28,7.743,2.525,0.252,0.0688,1.492,461.2,11.1
12.82,7.701,8.484,1.39,0.2522,0.0426,2.0803,607.291,149.295
12.14,7.56,10.032,2.03,0.2846,0.071,2.062,336.3,21
12.45,7.29,7.82,2.525,0.252,0.0688,1.492,466.1,10.7
12.82,7.644,8.254,1.39,0.2522,0.0426,2.0803,625.976,115.755
12.02,7.54,9.97,2.23,0.2555,0.0714,2.18,332.8,22.2
12.55,7.31,7.844,2.265,0.2205,0.0645,1.431,477.5,10.2
12.65,7.48,7.424,1.38,0.3902,0.0528,2.171,580.828,56.263
12.12,7.55,9.988,2.09,0.2664,0.0723,2.008,333.8,30
12.55,7.33,7.796,2.328,0.2222,0.0628,1.504,482.6,10.9
12.62,7.418,6.824,1.53,0.4722,0.0555,2.2864,590.822,65.017
13.23,7.58,10.453,2.34,0.4076,0.072,2.062,335.1,30.7
12.79,7.45,8.745,2.596,0.2499,0.0723,2.003,496.3,11.9
13.09,7.558,7.933,1.47,0.3968,0.0559,2.2522,918.629,171.879
13.44,7.62,10.284,2.61,0.3504,0.0748,2.223,336,49.7
13.33,7.49,9.1,2.811,0.2429,0.0706,1.856,497.7,11.8
13.5,7.574,7.86,1.47,0.3306,0.0568,2.2297,923.497,114.673
12.71,7.54,9.997,2.41,0.2349,0.0758,2.213,334.7,29.7
13.23,7.52,9.25,2.829,0.2486,0.0684,1.737,499.2,9.7
13.08,7.542,7.79,1.53,0.3544,0.0597,2.216,906.369,103.146
12.51,7.53,9.841,2.41,0.2349,0.0758,2.213,332.2,25.7
12.94,7.48,8.681,2.829,0.2486,0.0684,1.737,508.3,8.3
13.05,7.535,7.651,1.53,0.3544,0.0597,2.216,867.535,95.399
12.48,7.53,9.693,3.02,0.2877,0.0734,2.088,333.6,26.3
12.84,7.49,8.708,2.731,0.2457,0.0648,1.607,510.6,8.6
13.05,7.514,7.453,1.34,0.3706,0.065,2.1946,934.617,56.485
12.49,7.52,9.493,2.26,0.3619,0.0724,2.24,337,21.7
12.89,7.48,8.525,2.399,0.2585,0.0639,1.934,510.3,10.1
12.97,7.473,7.297,1.53,0.4156,0.0653,2.2365,853.517,72.429
13.43,7.5,9.408,2.5,0.4769,0.0735,2.202,338.7,18
13.13,7.47,8.58,2.399,0.2585,0.5,2.674,515.2,7.5
13.5,7.523,7.764,1.26,0.3785,0.0642,2.1965,916.21,99.772
13.42,7.48,8.969,2.52,0.3895,0.0754,2.24,344.8,29.1
14.04,7.47,8.84,2.496,0.321,0.0614,1.138,512.7,8.3
13.94,7.59,7.678,1.25,0.3158,0.0644,2.1281,845.744,130.096
13.31,7.51,9.069,2.55,0.3972,0.0711,2.385,345.3,20.6
13.84,7.46,8.582,2.487,0.3138,0.0613,0.882,513.9,7.3
13.32,7.592,7.618,1.11,0.2895,0.068,2.0257,796.997,130.32
12.98,7.48,8.998,2.62,0.2478,0.0751,2.536,347.9,22.9
13.63,7.43,8.274,2.487,0.3138,0.0613,0.882,514.9,7.5
13.22,7.587,7.802,1.11,0.2895,0.068,2.0257,796.171,128.65
12.85,7.46,8.81,2.37,0.3244,0.0732,2.402,354.1,17.5
13.3,7.42,8.288,2.345,0.3201,0.0603,0.515,518.7,6.3
13.09,7.591,7.716,1.08,0.2917,0.0691,1.9193,764.268,114.615
12.87,7.47,8.715,2.35,0.3517,0.0732,2.736,357.6,17.7
13.13,7.41,8.179,2.328,0.3289,0.0599,0.778,519.8,6.5
13.07,7.545,7.515,1.18,0.3339,0.0751,1.9533,744.23,111.777
13.58,7.51,9.138,2.49,0.4053,0.0737,2.493,364.2,17
14.14,7.44,8.728,2.571,0.3907,0.0621,2.843,507.2,9
13.6,7.609,7.648,0.92,0.2817,0.0779,1.847,643.668,238.961
14.21,7.56,9.712,2.75,0.3089,0.0736,2.682,365.3,20.8
13.74,7.44,8.94,2.496,0.3735,0.062,2.818,511.5,7.6
13.56,7.625,7.637,0.93,0.3222,0.079,1.5617,586.453,166.556
13.1,7.49,8.925,2.43,0.3573,0.0722,2.52,360.9,17.4
13.74,7.47,8.664,2.597,0.3633,0.0596,2.391,507.3,7.4
13.49,7.592,7.542,0.84,0.2333,0.0812,1.5818,590.3,159.025
12.78,7.51,8.956,2.19,0.3272,0.0712,2.461,354,15.2
13.74,7.47,8.542,2.597,0.3633,0.0596,2.391,503.9,7.4
13.25,7.592,7.55,0.84,0.2333,0.0812,1.5818,602.841,153.202
12.78,7.52,9.079,2.03,0.3352,0.0717,2.434,349.9,16.7
13.53,7.46,8.276,2.429,0.3731,0.0593,2.216,499.7,7.1
13.06,7.617,7.633,0.81,0.2761,0.0802,1.6413,614.472,137.275
12.59,7.5,9.176,2.19,0.367,0.0723,2.509,351.2,17.5
13.33,7.44,7.904,2.387,0.3735,0.0585,2.507,499.6,6.7
13.07,7.618,7.571,0.91,0.2428,0.086,1.7249,617.593,125.699
13.15,7.55,10.122,2.34,0.3319,0.0735,2.461,354,19.5
13.23,7.43,8.236,2.37,0.371,0.0602,2.423,493.3,9.8
13.07,7.699,7.979,0.93,0.2462,0.0883,1.5333,521.847,290.592
13.72,7.58,9.847,2.79,0.3105,0.0749,2.375,357.5,26.9
14,7.44,8.289,2.588,0.3601,0.058,2.202,491.9,6.4
13.43,7.711,7.838,0.62,0.1596,0.087,1.3793,492.36,191.259
13.12,7.53,9.226,2.47,0.2787,0.0744,2.504,361.5,21.3
13.43,7.43,8.375,2.218,0.3464,0.0559,2.617,492.1,6.2
13.09,7.703,7.855,0.48,0.1324,0.0921,1.3141,461.284,200.258
12.69,7.52,9.213,2.47,0.2787,0.0744,2.504,375.5,17
13.03,7.42,8.025,2.218,0.3464,0.0559,2.617,493.4,6
13.08,7.704,7.919,0.48,0.1324,0.0921,1.3141,451.834,2130.447
12.58,7.53,9.022,2.2,0.3561,0.0743,2.526,383.9,18.9
12.75,7.44,8.38,2.185,0.3321,0.0548,2.198,491.6,5.8
13.07,7.704,7.915,0.54,0.1191,0.0878,1.2566,451.447,193.954
12.39,7.49,8.99,2.48,0.3875,0.0759,2.709,389,22.8
12.65,7.43,8.259,2.361,0.3419,0.0539,2.559,490.2,6
