监测时间,水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
2024/1/17 16:00,Ⅲ,17,7.18,7.48,28073.6,17.5,4.74,0.421,0.158,3.34
2024/1/17 16:00,Ⅱ,18.8,8.02,9.45,46312.2,9.8,2.45,0.079,0.027,1.13
2024/1/17 16:00,Ⅲ,17.1,7.9,8.86,20395.4,31.3,4.38,0.304,0.122,4.84
2024/1/17 20:00,Ⅱ,15.9,8.4,10.2,1694.7,39.2,2.18,0.036,0.05,2.21
2024/1/17 20:00,Ⅱ,16.9,8.04,9.28,19768.1,16.7,1.38,0.446,0.04,1.49
2024/1/17 20:00,Ⅱ,16.4,8.12,9.19,10310,20.5,1.41,0.12,0.06,2.51
2024/1/17 20:00,Ⅱ,16.5,8.45,10.31,2888,17.6,2.27,0.048,0.028,1.71
2024/1/17 16:00,Ⅱ,16.9,7.52,10.07,159.3,12.1,1.26,0.025,0.032,1.84
2024/1/17 20:00,Ⅳ,17.6,7.34,7.41,1009.9,125.8,9.4,0.266,0.093,5.86
2024/1/17 16:00,Ⅲ,18.1,7.03,7.27,13187.8,14.2,2.38,0.708,0.093,2.54
2024/1/17 16:00,Ⅱ,17.6,7.41,10.33,159.3,11.9,1.89,0.025,0.031,1.54
2024/1/17 16:00,Ⅱ,18.5,7.79,9.84,169,5.5,1.72,0.025,0.033,1.57
2024/1/17 20:00,Ⅱ,17.2,7.52,10.25,155.7,3.5,1.61,0.025,0.027,1.56
2024/1/17 16:00,Ⅱ,16.4,7.71,8.62,278.1,34.4,2.59,0.31,0.076,2.92
2024/1/17 16:00,Ⅱ,16.3,8.09,9.55,264.9,8.1,2.48,0.242,0.058,3.06
2024/1/17 20:00,Ⅱ,16.2,7.88,10.03,300.8,9.1,2.06,0.092,0.039,2.06
2024/1/17 20:00,Ⅱ,16.4,8.21,9.53,13371.6,18.8,2.06,0.282,0.043,2.3
2024/1/17 20:00,Ⅱ,15.9,7.32,8.31,361.7,3.7,2.85,0.292,0.041,3.44
2024/1/17 20:00,Ⅲ,16.2,7.72,9.42,108.9,13.5,4.41,0.025,0.024,0.95
2024/1/17 20:00,Ⅱ,16.1,6.61,8.54,149.7,31.5,2.4,0.389,0.094,2.45
2024/1/17 20:00,Ⅲ,17,6.93,8.37,169.2,15.2,2.76,0.679,0.153,3.54
2024/1/17 20:00,Ⅲ,15.6,7.77,10.06,107.4,21.6,4.37,0.025,0.02,0.72
2024/1/17 20:00,Ⅲ,16.5,7.18,6.57,186,18.2,5.37,0.581,0.159,2.98
2024/1/17 20:00,Ⅲ,17.1,6.25,6.83,146.6,19.9,2.37,0.87,0.051,4.06
2024/1/17 20:00,Ⅲ,17.3,6.66,5.39,309.8,31.7,4.41,0.545,0.196,4.44
2024/1/17 20:00,Ⅳ,17.5,7.05,6.35,211.5,20.2,5.17,1.16,0.16,3.71
2024/1/17 20:00,Ⅲ,17.1,6.68,7.22,214.4,25.5,3.6,0.454,0.133,3.05
2024/1/17 20:00,Ⅲ,18.2,6.77,6.39,204.4,17.5,3.6,0.827,0.175,3.59
2024/1/17 20:00,Ⅱ,19.1,6.72,7.34,57.3,2.7,1.29,0.025,0.01,0.64
2024/1/17 20:00,Ⅱ,18.8,6.45,8.15,65.7,4,0.94,0.025,0.011,0.38
2024/1/17 20:00,Ⅲ,17.7,6.74,8.38,142.2,19.8,2.78,0.497,0.126,2.43
2024/1/17 20:00,Ⅲ,18.5,7.01,7.38,121.6,37.2,2.84,0.392,0.133,2.56
2024/1/17 16:00,Ⅱ,14.8,7.83,9.92,241.4,31.3,2.28,0.199,0.056,2.54
2024/1/17 16:00,Ⅰ,15,8.4,11.05,242.3,4.3,1.68,0.025,0.006,2.21
2024/1/17 16:00,Ⅱ,17.4,8.32,10.93,289.2,71,1.48,0.025,0.052,2.56
2024/1/17 16:00,Ⅱ,17.1,8.16,10.16,286.9,12.8,1.8,0.034,0.033,2
2024/1/17 16:00,Ⅱ,18.1,7.13,6.73,743,19.7,2.7,0.354,0.1,8.5
2024/1/17 16:00,Ⅱ,15.9,7.95,10.85,106.6,3.3,1.05,0.098,0.032,1.54
2024/1/17 16:00,Ⅱ,16.8,7.35,8.3,156.6,5.6,1.24,0.093,0.025,1.99
2024/1/17 16:00,Ⅱ,17.1,7.3,9,105.4,6.3,1.04,0.028,0.022,1.47
2024/1/17 16:00,Ⅲ,18.1,7.36,7.4,502.6,17.5,3.81,0.578,0.049,3.42
2024/1/17 16:00,Ⅱ,17.3,6.73,7.21,84.7,19.1,1.29,0.165,0.037,1.54
2024/1/17 16:00,Ⅲ,18.3,7.76,8.47,25662.3,8.5,5.11,0.319,0.122,4.87
2024/1/17 16:00,Ⅳ,22.1,6.99,6.05,17182.3,16.5,3.8,1.367,0.108,3.07
2024/1/17 20:00,Ⅲ,15.2,7.14,8.25,307.3,41.7,3.42,0.544,0.094,3.22
2024/1/17 16:00,Ⅱ,17,7.33,7.62,174.5,20.3,1.44,0.025,0.029,1.28
2024/1/17 16:00,Ⅱ,17,7.07,7.28,179.1,7.5,1.67,0.107,0.052,1.66
2024/1/17 16:00,Ⅲ,17.3,6.9,5.88,210.2,10.2,2.55,0.284,0.068,2.65
2024/1/17 20:00,Ⅱ,17.2,6.91,6.03,149.7,10.8,2.03,0.476,0.093,3.98
2024/1/17 20:00,Ⅱ,15.8,7.44,7.62,179.4,1.4,2.08,0.394,0.055,2.28
2024/1/17 20:00,Ⅱ,17,7.41,8.21,774.2,7.2,2.83,0.072,0.024,1.5
2024/1/17 16:00,Ⅱ,18.8,7.62,9.54,91.4,47,1.64,0.07,0.042,1.67
2024/1/17 20:00,Ⅲ,18,7.21,8.82,838.8,18.6,5,0.096,0.041,1.18
2024/1/17 20:00,Ⅲ,17.1,8.35,8.47,28125.8,9.6,3.44,0.726,0.056,1.28
2024/1/17 20:00,Ⅱ,13.2,6.63,8.95,157.4,5.7,2.48,0.09,0.032,*
2024/1/17 16:00,Ⅱ,13.5,6.73,8.17,274.3,8.4,1.77,0.276,0.024,1.71
2024/1/17 16:00,Ⅱ,15.9,6.88,8.68,127,8.2,1.17,0.042,0.031,1.96
2024/1/17 20:00,Ⅳ,16.7,7.34,6.39,346.5,19.1,2.73,0.818,0.215,2.81
2024/1/17 20:00,Ⅲ,16.7,7.33,6.36,6129.8,26.6,3.14,0.816,0.13,2.86
2024/1/17 20:00,Ⅲ,16.9,7.36,7.79,1943,22.4,2.83,0.771,0.195,2.56
2024/1/17 20:00,Ⅳ,16.7,6.98,7.87,12209.2,9,3.65,1.124,0.102,2.38
2024/1/17 20:00,Ⅲ,14.3,8,8.53,33575.6,19.7,3.89,0.811,0.086,1.55
2024/1/17 16:00,Ⅱ,14,7.82,9.65,257.4,3.2,1.68,0.122,0.029,1.82
2024/1/17 16:00,Ⅱ,14,7.38,7.28,309.6,9.2,1.66,0.206,0.041,3
2024/1/17 16:00,Ⅱ,15.1,7.75,9.74,241.6,8,2.17,0.101,0.051,2.12
2024/1/17 16:00,Ⅱ,15.4,7.64,8.64,259.6,15.3,1.31,0.154,0.039,1.82
2024/1/17 20:00,Ⅱ,18.7,6.79,7.93,551.9,22.4,3.08,0.198,0.089,7.82
2024/1/17 20:00,Ⅲ,17.4,7.42,8.39,16920.7,4.5,2.81,0.964,0.048,2.9
2024/1/17 20:00,Ⅲ,17.2,7.42,8.42,478.3,36.9,3.81,0.449,0.176,6.34
2024/1/17 20:00,Ⅱ,16.9,7.32,9.12,167.5,14.7,1.42,0.12,0.039,2.04
2024/1/17 20:00,Ⅰ,15.3,8.52,10.69,267.9,20.7,0.45,0.025,*,*
2024/1/17 20:00,Ⅲ,16.8,7.77,8.46,2807.7,4.1,1.9,0.561,0.078,3.23
2024/1/17 20:00,Ⅱ,17,7.31,9.7,172.8,5.4,1.46,0.028,0.04,1.94
2024/1/17 16:00,Ⅱ,18.6,6.99,7.6,161.1,36.8,2.59,0.269,0.1,2.04
2024/1/17 16:00,Ⅱ,18.9,7.38,6.31,10665.4,18.3,2.67,0.278,0.075,3.38
2024/1/17 16:00,Ⅲ,18.9,7.26,7.82,6676.2,5.7,4.16,0.44,0.048,2.14
2024/1/17 16:00,劣Ⅴ,19.1,7.06,3.21,335.3,17.6,3.92,2.179,0.201,5.44
2024/1/17 20:00,Ⅲ,17.8,6.89,6.77,115.7,3.2,1.36,0.256,0.109,2.02
2024/1/17 20:00,Ⅱ,15.3,8.17,10.72,287.2,64.5,1.27,0.025,0.032,2.18
2024/1/17 16:00,Ⅰ,17.4,8.27,9.59,295.9,28.3,0.77,0.025,0.017,1.99
2024/1/17 16:00,Ⅱ,16.9,8.14,10.22,291.9,6.6,1.23,0.025,0.038,2.13
2024/1/17 20:00,Ⅱ,16.2,7.8,7.48,250.7,3,0.93,0.12,*,*
2024/1/17 20:00,Ⅱ,16,8.18,9.27,322.6,8,1.57,0.034,0.047,2.17
2024/1/17 16:00,Ⅱ,17.8,7.92,9.3,316.8,6.6,1.52,0.025,0.025,1.36
2024/1/17 20:00,Ⅱ,17.1,7.64,9.15,363,5.3,1.14,0.084,0.041,2.56
2024/1/17 20:00,Ⅱ,18,8.25,9.09,319.4,5.8,1.41,0.025,0.038,2.05
2024/1/17 20:00,Ⅱ,18,7.92,8.04,316.1,3.3,1.1,0.117,0.024,1.1
2024/1/17 20:00,Ⅱ,18.6,8.01,8.93,263.1,4.9,2.79,0.025,0.013,1.46
2024/1/17 20:00,Ⅱ,17.5,7.95,8.41,325.1,4.9,0.78,0.101,0.027,1.03
2024/1/17 20:00,Ⅰ,14.9,7.98,10.09,198.1,1,0.59,0.025,0.012,0.87
2024/1/17 16:00,Ⅱ,13.1,8.52,11.08,299.6,1.9,1.43,0.025,0.025,1.78
2024/1/17 16:00,Ⅰ,12.3,8.07,11.2,260.1,14.6,1.17,0.025,0.018,2.69
2024/1/17 20:00,Ⅱ,14.1,7.61,11.25,169.9,1,2.12,0.025,0.021,1.29
2024/1/17 16:00,Ⅰ,11.2,7.74,13.26,100.1,0.8,0.45,0.053,0.009,0.59
2024/1/17 20:00,Ⅱ,14.7,7.69,9.49,172.1,8.2,0.78,0.029,0.022,1.04
2024/1/17 16:00,Ⅰ,17.5,8.39,11.12,304.6,11,1.14,0.025,0.014,2.05
2024/1/17 16:00,Ⅱ,14.2,7.23,9.53,655.9,27.9,1.91,0.028,0.022,3.99
2024/1/17 20:00,Ⅲ,15.5,6.93,8.32,135.6,14.1,4.09,0.431,0.172,4.16
2024/1/17 20:00,Ⅲ,14.6,7.43,6.4,432.6,26.1,3.54,0.591,0.168,4.53
2024/1/17 20:00,Ⅲ,13.8,7.84,7.66,637.1,19.4,3.63,0.673,0.122,4.08
2024/1/17 20:00,Ⅴ,15.9,7.13,9.72,201.1,24,5.58,1.367,0.349,4.41
2024/1/17 20:00,Ⅲ,14.7,6.63,8.27,1736.8,8.9,2.72,0.916,0.106,5.15
2024/1/17 20:00,Ⅲ,17.4,6.8,9.21,36.5,5.4,1.19,0.025,0.101,1.1
2024/1/17 20:00,Ⅱ,16.2,6.81,8.8,45.1,2.8,1.93,0.025,0.074,1.38
2024/1/17 20:00,Ⅱ,14,7.66,10.38,14366.3,7,1.98,0.454,0.076,1.2
2024/1/17 20:00,Ⅲ,17.4,6.86,8.98,180.1,8.2,1.6,0.28,0.128,1.76
2024/1/17 20:00,Ⅱ,16,7,8.32,118.8,15.7,3.42,0.282,0.086,2.54
2024/1/17 20:00,Ⅲ,15.3,7.29,8.72,5363.8,14.6,2.76,0.23,0.124,1.26
2024/1/17 20:00,Ⅱ,13.4,7.33,9.36,310.5,8.7,2.63,0.282,0.065,2.48
2024/1/17 20:00,Ⅲ,12,7.85,7.95,1185.3,21.6,3.51,0.624,0.197,4.79
2024/1/17 16:00,Ⅱ,17.4,8.14,9.63,327.9,6.5,1.14,0.025,0.049,2.15
2024/1/17 20:00,Ⅱ,17.3,8.21,10.04,326.1,5.7,1.58,0.025,0.028,2.2
2024/1/17 16:00,Ⅱ,16.3,8.03,9.26,313.6,9.1,1.39,0.052,0.053,1.96
2024/1/17 20:00,Ⅲ,15.9,7.1,7.95,167.4,8.2,2.31,0.291,0.16,3.15
2024/1/17 20:00,Ⅳ,15.8,7.21,8.4,215.6,12.4,4.64,0.364,0.223,4.36
2024/1/17 20:00,Ⅱ,15.1,8.3,9.77,365.3,1.7,2.2,0.025,0.034,1.34
2024/1/17 16:00,Ⅰ,18.7,7.95,8.04,236.1,1.2,0.79,0.025,0.006,0.38
2024/1/17 20:00,Ⅰ,19.2,7.72,8.78,269.5,7,1.38,0.078,0.013,0.77
2024/1/17 20:00,Ⅱ,14.5,8.23,9.48,210,9.4,1.01,0.04,0.079,2.3
2024/1/17 20:00,Ⅱ,13.9,8.26,10.2,261,7.3,1.65,0.03,0.039,1.92
2024/1/17 20:00,Ⅱ,13.8,7.16,9.07,186.8,8.3,1.63,0.092,0.048,1.79
2024/1/17 16:00,Ⅰ,19.1,7.88,8.77,353.5,6.5,0.72,0.025,0.012,2.01
2024/1/17 16:00,Ⅰ,16.4,8.03,9.2,363.9,2,0.78,0.028,0.013,2.16
2024/1/17 16:00,Ⅰ,19,7.98,7.7,356.6,2.6,0.61,0.025,0.01,2
2024/1/17 20:00,Ⅰ,18,8.05,8.25,362.9,5.6,0.72,0.025,0.011,1.92
2024/1/17 16:00,Ⅰ,17.7,8.09,9.28,340.7,10.6,0.75,0.025,0.015,2.17
2024/1/17 16:00,Ⅱ,14.4,8.08,10.18,264.3,7.6,0.93,0.025,0.04,2
2024/1/17 16:00,Ⅰ,18.1,8.12,9.26,350.2,9.8,1.13,0.025,0.015,2.25
2024/1/17 20:00,Ⅰ,17.4,6.94,8.66,61.9,7.2,1.61,0.025,0.014,0.55
2024/1/17 20:00,Ⅰ,18.1,7.32,8.39,112,5,1.26,0.045,0.012,1.15
2024/1/17 20:00,Ⅰ,18.1,7.82,9.75,285,4.8,1.03,0.025,0.014,1.38
2024/1/17 20:00,Ⅰ,18.2,7.6,8.32,205.7,7.6,1.01,0.025,0.006,1.08
2024/1/17 16:00,Ⅱ,20.3,7.08,7.5,123.4,16.4,2,0.066,0.071,1.85
2024/1/17 20:00,Ⅱ,17.9,7.74,8.5,5085.2,12.3,3.08,0.143,0.052,1.68
2024/1/17 20:00,Ⅲ,19.1,6.59,5.24,147.4,11.3,5.09,0.32,0.093,2.15
2024/1/17 20:00,Ⅱ,20.4,7.4,8.84,110.8,24.7,1.67,0.045,0.061,1.28
2024/1/17 16:00,Ⅱ,24.6,7.52,7.25,105.6,0.7,1.67,0.025,0.008,0.45
2024/1/17 20:00,Ⅱ,25,7.89,8.32,250.1,15.7,1.62,0.053,0.026,0.44
2024/1/17 20:00,Ⅱ,24.7,7.42,8.44,150.4,14.2,1.84,0.025,0.031,0.68
2024/1/17 20:00,Ⅱ,23.2,7.49,8.12,1649,8.1,2.03,0.028,0.032,1.29
2024/1/17 16:00,Ⅰ,19.7,7.39,8.4,76.5,1.4,0.91,0.025,0.005,0.3
2024/1/17 20:00,Ⅱ,20.1,7.35,8.96,192.5,30,1.68,0.025,0.048,1.94
2024/1/17 20:00,Ⅲ,18.2,7.08,7.91,229.8,27.1,2.77,0.15,0.115,2.2
2024/1/17 16:00,Ⅱ,20.8,7.28,8.42,94.6,8.2,2.02,0.04,0.051,1.47
2024/1/17 20:00,Ⅱ,19.4,6.84,8.82,75.8,5.7,1.11,0.025,0.021,0.74
2024/1/17 20:00,Ⅱ,20.6,6.74,7.32,99.1,12.2,1.46,0.025,0.042,1.44
2024/1/17 20:00,Ⅲ,21,6.67,7.42,113.5,22.3,4.75,0.056,0.101,2.95
2024/1/17 20:00,Ⅱ,20.2,7.19,6.74,86.8,6,0.72,0.025,0.017,1.76
2024/1/17 20:00,Ⅳ,21,7.28,3.57,8509.5,5.2,2.76,0.246,0.029,1.43
2024/1/17 20:00,Ⅳ,20.3,7.4,7.14,175,12.5,7.3,0.025,0.206,2.18
2024/1/17 20:00,Ⅱ,21.4,6.51,6.59,92.4,12.4,1.92,0.025,0.041,0.78
2024/1/17 20:00,Ⅱ,21.8,6.75,7.37,114.2,10.2,2.19,0.177,0.068,2.34
2024/1/17 20:00,Ⅱ,22.4,6.59,7.39,92.2,8.1,1.61,0.088,0.049,1.82
2024/1/17 20:00,Ⅴ,19.2,6.51,5.31,190.7,22.1,3.85,1.818,0.21,4.01
2024/1/17 16:00,Ⅱ,22.6,7.6,8.26,90.7,8.7,1.61,0.025,0.011,0.46
2024/1/17 20:00,Ⅳ,19,8.15,9.12,31471.3,38.6,7.97,0.612,0.148,1.14
2024/1/17 20:00,Ⅱ,20.1,7.37,7.92,95,8.1,1.17,0.06,0.075,1.35
2024/1/17 20:00,Ⅱ,17.9,7.17,9.32,130.8,11.4,2.09,0.213,0.073,1.82
2024/1/17 16:00,Ⅱ,19.9,8.17,8.43,177,9.3,1.5,0.025,0.045,1.72
2024/1/17 20:00,Ⅲ,18.5,8.07,9.03,336.2,16.8,2.18,0.048,0.121,2.8
2024/1/17 20:00,Ⅱ,22.2,7.57,8.12,96.7,12,1.36,0.025,0.041,0.51
2024/1/17 20:00,Ⅱ,22.6,7.74,8.23,86.8,6.2,2.5,0.025,0.02,0.41
2024/1/17 20:00,Ⅱ,23.5,7.91,10.08,139.1,7.7,3.72,0.025,0.051,1
2024/1/17 20:00,Ⅱ,22.6,8.67,11.17,296.3,9.4,3.51,0.025,0.057,1.1
2024/1/17 20:00,Ⅱ,14.1,8.05,9.56,439.1,4.1,0.82,0.034,0.035,1.5
2024/1/17 20:00,Ⅱ,10.1,8.16,11.94,404.1,23.5,2.3,0.025,0.042,0.96
2024/1/17 20:00,Ⅱ,10.3,7.34,7.06,324.9,5.6,2.7,0.025,0.025,1.07
2024/1/17 20:00,Ⅱ,14.4,7.91,9.93,492.9,12,1.09,0.025,0.032,1.36
2024/1/17 20:00,Ⅲ,9.7,8.15,13.49,506,4.8,4.38,0.025,0.026,1.24
2024/1/17 20:00,Ⅱ,14.4,8.53,9.81,489.6,6.4,0.98,0.025,0.028,1.17
2024/1/17 20:00,Ⅱ,13.6,8,9.57,463.2,23.7,0.53,0.106,0.057,1.14
2024/1/17 20:00,Ⅰ,15.5,7.9,9.46,449.3,5,1.67,0.046,0.01,0.82
2024/1/17 20:00,Ⅰ,12.4,7.61,10.06,338.8,4.1,1.42,0.086,0.005,1.37
2024/1/17 20:00,Ⅱ,11.5,8.06,9.81,1479.5,9.5,1.93,0.204,0.032,2.69
2024/1/17 20:00,Ⅰ,9.1,8.29,10.7,508.5,2,0.88,0.037,0.005,1.07
2024/1/17 20:00,Ⅲ,11,7.45,5.93,555,2.3,2.78,0.039,0.047,1.77
2024/1/17 20:00,Ⅱ,11.1,8.09,10.82,635,5.8,2.32,0.06,0.041,1.58
2024/1/17 20:00,Ⅱ,9.8,7.46,8.88,481.4,12.6,3.74,0.049,0.023,1.28
2024/1/17 20:00,Ⅲ,11.8,7.15,7.08,420.2,6.7,3.69,0.025,0.119,1.33
2024/1/17 20:00,Ⅳ,11,7.92,9.82,551,6.4,4.99,1.307,0.078,4.96
2024/1/17 20:00,Ⅰ,10.2,7.92,12.35,843.6,5.9,1.94,0.054,0.019,2.06
2024/1/17 20:00,Ⅱ,14.5,7.82,9.95,476.7,11.3,0.99,0.025,0.028,1.26
2024/1/17 20:00,Ⅲ,10,8.03,11.15,997.1,9.3,4.36,0.043,0.066,6.28
2024/1/17 20:00,Ⅱ,11.5,7.75,10.54,880.2,11.1,1.68,0.233,0.039,1.87
2024/1/17 20:00,Ⅰ,10.3,7.54,11.38,209.1,4.5,1.48,0.026,0.015,1.64
2024/1/17 20:00,Ⅱ,11.1,8.27,9.23,408.3,4.9,2.21,0.085,0.03,1.07
2024/1/17 20:00,Ⅱ,10.7,7.94,10.41,463.3,7.5,1.1,0.091,0.031,1.72
2024/1/17 20:00,Ⅱ,12,7.74,8.89,342.8,3.9,2.28,0.025,0.051,2.26
2024/1/17 20:00,Ⅱ,11.1,7.94,9.58,517.7,4.3,0.95,0.088,0.024,2.09
2024/1/17 20:00,Ⅱ,11,8.22,8.24,473.9,5.3,2.02,0.06,0.059,2
2024/1/17 20:00,Ⅱ,9.7,8.31,10.87,886.7,3.1,2.19,0.028,0.023,1.01
2024/1/17 16:00,Ⅱ,13,8.12,10.82,499.9,14.8,0.86,0.025,0.035,1.27
2024/1/17 20:00,Ⅲ,8.3,7.89,11.22,469.9,45.5,4.76,0.025,0.029,1.54
2024/1/17 20:00,Ⅰ,11.6,8.15,9.11,268.3,6.3,0.93,0.026,0.007,0.68
2024/1/17 20:00,Ⅲ,10.1,8.08,10.64,828.4,7.1,3.96,0.126,0.147,3.82
2024/1/17 20:00,Ⅲ,11,7.71,9.02,681,3.8,4.32,0.034,0.061,2.13
2024/1/17 20:00,Ⅱ,10.5,8.68,11.4,490.5,6.1,0.98,0.06,0.032,2.12
2024/1/17 20:00,Ⅲ,11.1,7.9,8.94,739.3,12.2,4.9,0.028,0.099,3.69
2024/1/17 20:00,Ⅲ,8.4,8.14,13.14,605.3,2.5,5.23,0.025,0.023,1.16
2024/1/17 20:00,Ⅱ,9.4,8.13,7.61,248.7,14.1,3.51,0.027,0.061,1.72
2024/1/17 20:00,Ⅱ,13.2,8.02,9.32,420.8,5.6,0.41,0.031,0.039,2.77
2024/1/17 20:00,Ⅱ,10.4,8.5,12.42,1038.5,1.9,1.39,0.025,0.022,3.04
2024/1/17 20:00,Ⅰ,12.8,7.97,8.05,398.9,8.9,0.56,0.025,0.006,1.11
2024/1/17 20:00,Ⅱ,15.2,8.01,8.2,506.8,12.6,0.64,0.025,0.047,2.31
2024/1/17 20:00,Ⅰ,9.5,7.97,11.28,524.4,34.5,0.42,0.025,0.017,1.06
2024/1/17 20:00,Ⅰ,12.2,7.75,8.54,262.5,3.7,1.03,0.025,0.017,0.95
2024/1/17 20:00,Ⅲ,10.2,7.48,8.21,260.8,15,2.32,0.468,0.124,2.43
2024/1/17 20:00,Ⅱ,8.7,8.3,11.06,390.3,7.8,2.53,0.025,0.022,0.83
2024/1/17 20:00,Ⅱ,8.5,8.35,10.62,600.2,11,2.04,0.192,0.029,1.29
2024/1/17 20:00,Ⅱ,14.4,8.22,9.04,450.5,5.4,1.19,0.025,0.036,1.29
2024/1/17 20:00,Ⅱ,14.6,7.61,6.21,312,1.6,0.79,0.025,0.012,1.81
2024/1/17 20:00,Ⅱ,14,7.95,8.9,394.7,14.5,1.06,0.025,0.039,1.41
2024/1/17 20:00,Ⅰ,10.6,8.28,12.55,345.7,20,0.65,0.025,0.01,0.99
2024/1/17 20:00,Ⅱ,12,8.28,10.26,287.6,7.2,0.95,0.025,0.024,2.46
2024/1/17 20:00,Ⅱ,13.8,8.11,8.74,446.1,4.7,0.91,0.025,0.033,1.02
2024/1/17 20:00,Ⅱ,14.2,8.15,9.12,437.3,3.9,0.87,0.025,0.038,1.42
2024/1/17 20:00,Ⅱ,10,8.28,11,592,19.1,0.36,0.037,0.021,1.2
2024/1/17 20:00,Ⅰ,3.3,7.9,11.98,135.4,0.5,0.29,0.03,0.005,1.44
2024/1/17 20:00,Ⅰ,13.3,8.2,8.97,355,9.1,0.69,0.025,0.015,1.16
2024/1/17 20:00,Ⅱ,14.6,8.29,8.78,450.9,2.4,0.79,0.025,0.041,2.54
2024/1/17 20:00,Ⅱ,10,7.94,11.77,325.6,5,0.94,0.025,0.029,2.04
2024/1/17 20:00,Ⅰ,10,7.97,9.26,361.8,18,0.69,0.025,0.009,0.95
2024/1/17 20:00,Ⅰ,10.8,7.9,11.03,519.1,3.1,0.92,0.025,0.012,0.83
2024/1/17 20:00,Ⅰ,8.1,8.08,10.06,289.1,3.4,0.62,0.025,0.006,0.41
2024/1/17 20:00,Ⅲ,10.3,8.35,11.9,703.9,51.4,2.06,0.128,0.171,3.94
2024/1/17 20:00,Ⅱ,11.1,8.05,10.61,566.5,9.7,1.96,0.088,0.076,3.26
2024/1/17 20:00,Ⅰ,10.6,8.36,11.37,288.9,12.6,0.55,0.025,0.015,1.13
2024/1/17 20:00,Ⅱ,10,8.24,11.23,636.2,3.4,1.41,0.087,0.089,2.69
2024/1/17 20:00,Ⅱ,10.9,8.49,11.13,609.8,15.6,2.43,0.041,0.067,2.59
2024/1/17 20:00,Ⅱ,10.1,8.22,11.49,1573.8,6.4,3.14,0.044,0.068,3.48
2024/1/17 20:00,Ⅱ,9.9,8.05,10.99,663.1,14.4,2.49,0.025,0.041,3.39
2024/1/17 20:00,Ⅰ,12.6,8.21,9.18,1023.7,1.3,0.96,0.025,0.005,0.43
2024/1/17 20:00,Ⅰ,12.7,8.44,9.95,1024.3,0.6,0.57,0.025,0.005,0.49
2024/1/17 20:00,Ⅰ,13.8,8.16,9.38,253.5,8,0.74,0.025,0.008,0.38
2024/1/17 20:00,Ⅱ,8,7.89,10.81,613.2,4,3.87,0.026,0.054,0.82
2024/1/17 20:00,Ⅱ,14.6,8.07,9.29,505.7,15.9,0.88,0.025,0.036,1.08
2024/1/17 20:00,Ⅱ,11.4,8.4,10.73,595.7,9.1,1.09,0.025,0.08,3.22
2024/1/17 20:00,Ⅱ,10.5,8.24,11.1,619.2,4.6,1.16,0.025,0.068,2.85
2024/1/17 20:00,Ⅱ,10.4,7.67,9.63,411.6,4.1,1.84,0.04,0.037,3.35
2024/1/17 20:00,Ⅱ,14.8,7.96,9.46,482.7,8.5,0.79,0.025,0.03,1.19
2024/1/17 20:00,Ⅱ,8.4,7.57,12.37,145.8,5.1,2.02,0.025,0.044,1.42
2024/1/17 20:00,Ⅱ,7.8,8.15,10.56,618.5,16.9,2.72,0.194,0.085,3.73
2024/1/17 20:00,Ⅱ,10.8,7.59,10.45,618,1.5,1.58,0.096,0.046,2.25
2024/1/17 20:00,Ⅱ,8.9,7.99,10.4,549.5,15.2,3.44,0.084,0.037,1.34
2024/1/17 20:00,Ⅲ,11.7,8.12,10.68,772.9,85.4,1.6,0.025,0.161,2.37
2024/1/17 20:00,Ⅲ,10.9,8.25,10.9,818.9,86.5,1.97,0.14,0.156,3.41
2024/1/17 20:00,Ⅱ,9,8.38,13.57,591.1,12.4,2.87,0.054,0.078,2.57
2024/1/17 20:00,Ⅰ,5.7,8.43,10.88,314.5,11.7,0.52,0.039,0.013,0.48
2024/1/17 20:00,Ⅱ,9.4,8.08,10.29,330.3,16.2,1.4,0.144,0.029,2.07
2024/1/17 20:00,Ⅲ,10.4,8.04,8.64,279,1.1,1.43,0.025,0.03,0.53
2024/1/17 20:00,Ⅱ,6.9,8.3,10.84,348.8,11.6,0.32,0.047,0.023,1.22
2024/1/17 20:00,Ⅰ,5.4,8.38,13.22,423,6.6,0.33,0.025,0.008,1.6
2024/1/17 20:00,Ⅰ,6.4,8.41,9.84,453.6,40.7,0.37,0.049,0.016,0.82
2024/1/17 20:00,Ⅰ,10.3,8.29,10.51,351.6,4.1,0.91,0.025,0.007,0.74
2024/1/17 20:00,Ⅰ,7.9,8.37,11.78,432.6,3.7,0.64,0.025,0.01,1.69
2024/1/17 20:00,Ⅰ,6,8.16,13.24,589.7,3.3,0.93,0.025,0.006,1.5
2024/1/17 20:00,Ⅰ,9.9,8.19,10.69,312.1,11,1.23,0.025,0.008,0.59
2024/1/17 20:00,Ⅲ,9.4,7.94,11.28,703,8,5.75,0.103,0.063,1.87
2024/1/17 20:00,Ⅱ,9.1,8.15,9.87,398.6,27.9,1.01,0.294,0.036,1.82
2024/1/17 20:00,Ⅲ,9.4,7.79,9.41,521,17.1,4.61,0.406,0.04,1.31
2024/1/17 20:00,Ⅱ,9.4,7.96,11.63,464.2,9.8,2.95,0.031,0.027,1.32
